nameCn,nameEn,objectTypeName,description,property.statistic_period,property.capacity_value,property.wafer_size,property.market_region,property.data_source,property.company_name,property.segment,property.metric_name,property.previous_period_value,property.next_period_value
ABB Semiconductor 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,42937.5,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,ABB Semiconductor,all,installed_wafer_capacity,,
ACSMC 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,8437.5,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,ACSMC,逻辑与微器件,logic_micro_capacity,,
AOS 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,69000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,AOS,all,installed_wafer_capacity,,
Analog Devices Inc 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,133950,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Analog Devices Inc,all,installed_wafer_capacity,,
"Anhui Anxin Electronic Technology Co., Ltd. 2026Q4 geometry capacity (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,176093.75,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"Anhui Anxin Electronic Technology Co., Ltd.",总计,capacity_by_geometry,,
"Anhui Anxin Electronic Technology Co., Ltd. 2026Q4 geometry capacity 810-1300 (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,176093.75,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"Anhui Anxin Electronic Technology Co., Ltd.",810-1300,capacity_by_geometry,,
"Anhui Anxin Electronic Technology Co., Ltd. 2026Q4 installed wafer capacity (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,176093.75,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"Anhui Anxin Electronic Technology Co., Ltd.",all,installed_wafer_capacity,,
Aosong Electronics (ASAIR) 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,38875,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Aosong Electronics (ASAIR),all,installed_wafer_capacity,,
Aucksun 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,89375,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Aucksun,all,installed_wafer_capacity,,
BYD Co. Ltd 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,179375,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,BYD Co. Ltd,总计,capacity_by_geometry,,
BYD Co. Ltd 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,179375,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,BYD Co. Ltd,all,installed_wafer_capacity,,
Beijing Yandong (YDME) 2026Q4 foundry installed capacity foundry (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,145625,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Beijing Yandong (YDME),foundry,foundry_installed_capacity,,
Beijing Yandong (YDME) 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,183312.5,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Beijing Yandong (YDME),总计,capacity_by_geometry,,
Beijing Yandong (YDME) 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,183312.5,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Beijing Yandong (YDME),all,installed_wafer_capacity,,
Bosch 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,221437.5,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Bosch,总计,capacity_by_geometry,,
Bosch 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,221437.5,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Bosch,all,installed_wafer_capacity,,
Broadcom (was Avago) 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,48557.8125,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Broadcom (was Avago),all,installed_wafer_capacity,,
CR Microelectronics 2026Q4 foundry installed capacity foundry (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,303750,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,CR Microelectronics,foundry,foundry_installed_capacity,,
CR Microelectronics 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,433250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,CR Microelectronics,总计,capacity_by_geometry,,
CR Microelectronics 2026Q4 geometry capacity 131-350 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,163250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,CR Microelectronics,131-350,capacity_by_geometry,,
CR Microelectronics 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation by company.,2026Q4,433250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,CR Microelectronics,all,installed_wafer_capacity,395000,433250
CXMT (ChangXin Memory Technologies) 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,608625,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,CXMT (ChangXin Memory Technologies),总计,capacity_by_geometry,,
CXMT (ChangXin Memory Technologies) 2026Q4 geometry capacity 011-016 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,401625,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,CXMT (ChangXin Memory Technologies),011-016,capacity_by_geometry,,
CXMT (ChangXin Memory Technologies) 2026Q4 geometry capacity 017-020 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,207000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,CXMT (ChangXin Memory Technologies),017-020,capacity_by_geometry,,
CXMT (ChangXin Memory Technologies) 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation by company.,2026Q4,608625,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,CXMT (ChangXin Memory Technologies),all,installed_wafer_capacity,514125,672750
CXMT (ChangXin Memory Technologies) 2026Q4 memory capacity 存储器 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 memory capacity observation.,2026Q4,608625,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,CXMT (ChangXin Memory Technologies),存储器,memory_capacity,,
CanSemi 2026Q4 foundry installed capacity foundry (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,204750,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,CanSemi,foundry,foundry_installed_capacity,,
CanSemi 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,204750,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,CanSemi,总计,capacity_by_geometry,,
CanSemi 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,204750,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,CanSemi,all,installed_wafer_capacity,,
"Changelight Co., Ltd 2026Q4 installed wafer capacity (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,49375,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"Changelight Co., Ltd",all,installed_wafer_capacity,,
"China Resources Huajing Microelectronics Co., Ltd. 2026Q4 installed wafer capacity (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,60312.5,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"China Resources Huajing Microelectronics Co., Ltd.",all,installed_wafer_capacity,,
Chongqing Xinlian Microelectronics (XLMEC) 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,38250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Chongqing Xinlian Microelectronics (XLMEC),all,installed_wafer_capacity,,
Chongqing Xinlian Microelectronics (XLMEC) 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,38250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Chongqing Xinlian Microelectronics (XLMEC),逻辑与微器件,logic_micro_capacity,,
Chongqing Xinling Microelectronics 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,42187.5,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Chongqing Xinling Microelectronics,all,installed_wafer_capacity,,
Coherent (was II-VI Incorporated) 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,105300,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Coherent (was II-VI Incorporated),all,installed_wafer_capacity,,
Crocus Nano Electronics (CNE) 2026Q4 memory capacity 存储器 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 memory capacity observation.,2026Q4,9675,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Crocus Nano Electronics (CNE),存储器,memory_capacity,,
DB HiTek (was Dongbu Hi Tek) 2026Q4 foundry installed capacity foundry (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,155000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,DB HiTek (was Dongbu Hi Tek),foundry,foundry_installed_capacity,,
DB HiTek (was Dongbu Hi Tek) 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,155000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,DB HiTek (was Dongbu Hi Tek),总计,capacity_by_geometry,,
DB HiTek (was Dongbu Hi Tek) 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,155000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,DB HiTek (was Dongbu Hi Tek),all,installed_wafer_capacity,,
Denso Corporation 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,56687.5,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Denso Corporation,all,installed_wafer_capacity,,
Denso Corporation 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,17156.25,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Denso Corporation,逻辑与微器件,logic_micro_capacity,,
Diodes Inc. 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,184468.75,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Diodes Inc.,总计,capacity_by_geometry,,
Diodes Inc. 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,184468.75,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Diodes Inc.,all,installed_wafer_capacity,,
EM Microelectronic - Marin SA 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,10000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,EM Microelectronic - Marin SA,逻辑与微器件,logic_micro_capacity,,
Ennostar Corporation 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,140625,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Ennostar Corporation,总计,capacity_by_geometry,,
Ennostar Corporation 2026Q4 geometry capacity 1310 up (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,140625,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Ennostar Corporation,1310 up,capacity_by_geometry,,
Ennostar Corporation 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,140625,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Ennostar Corporation,all,installed_wafer_capacity,,
Episil-Precision Inc. 2026Q4 foundry installed capacity foundry (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,431125,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Episil-Precision Inc.,foundry,foundry_installed_capacity,,
Episil-Precision Inc. 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation by company.,2026Q4,431125,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Episil-Precision Inc.,all,installed_wafer_capacity,431125,431125
Everspin Technology 2026Q4 memory capacity 存储器 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 memory capacity observation.,2026Q4,10000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Everspin Technology,存储器,memory_capacity,,
Fuji Electric 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,227281.25,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Fuji Electric,总计,capacity_by_geometry,,
Fuji Electric 2026Q4 geometry capacity 131-350 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,225406.25,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Fuji Electric,131-350,capacity_by_geometry,,
Fuji Electric 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,227281.25,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Fuji Electric,all,installed_wafer_capacity,,
Fujian Jin Hua Semiconductor 2026Q4 foundry installed capacity foundry (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,135000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Fujian Jin Hua Semiconductor,foundry,foundry_installed_capacity,,
Fujian Jin Hua Semiconductor 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,135000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Fujian Jin Hua Semiconductor,all,installed_wafer_capacity,,
Fujian Jin Hua Semiconductor 2026Q4 memory capacity 存储器 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 memory capacity observation.,2026Q4,135000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Fujian Jin Hua Semiconductor,存储器,memory_capacity,,
GF (Globalfoundries) 2026Q4 foundry installed capacity foundry (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,666575,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,GF (Globalfoundries),foundry,foundry_installed_capacity,,
GF (Globalfoundries) 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,666575,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,GF (Globalfoundries),总计,capacity_by_geometry,,
GF (Globalfoundries) 2026Q4 geometry capacity 011-016 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,168750,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,GF (Globalfoundries),011-016,capacity_by_geometry,,
GF (Globalfoundries) 2026Q4 geometry capacity 021-033 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,166500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,GF (Globalfoundries),021-033,capacity_by_geometry,,
GF (Globalfoundries) 2026Q4 geometry capacity 034-046 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,206325,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,GF (Globalfoundries),034-046,capacity_by_geometry,,
GF (Globalfoundries) 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation by company.,2026Q4,666575,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,GF (Globalfoundries),all,installed_wafer_capacity,648225,697625
GTA Semiconductor 2026Q4 foundry installed capacity foundry (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,209181.625,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,GTA Semiconductor,foundry,foundry_installed_capacity,,
GTA Semiconductor 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,209181.625,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,GTA Semiconductor,总计,capacity_by_geometry,,
GTA Semiconductor 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,209181.625,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,GTA Semiconductor,all,installed_wafer_capacity,,
GTX Semiconductor 2026Q4 foundry installed capacity foundry (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,90000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,GTX Semiconductor,foundry,foundry_installed_capacity,,
GTX Semiconductor 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,90000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,GTX Semiconductor,all,installed_wafer_capacity,,
GTX Semiconductor 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,90000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,GTX Semiconductor,逻辑与微器件,logic_micro_capacity,,
GalaxyCore 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,135000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,GalaxyCore,all,installed_wafer_capacity,,
"HC SemiTek Co., Ltd. 2026Q4 installed wafer capacity (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,98750,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"HC SemiTek Co., Ltd.",all,installed_wafer_capacity,,
HKC 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,42187.5,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,HKC,all,installed_wafer_capacity,,
HangZhou HFC Semiconductor 2026Q4 foundry installed capacity foundry (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,45000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,HangZhou HFC Semiconductor,foundry,foundry_installed_capacity,,
HangZhou HFC Semiconductor 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,45000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,HangZhou HFC Semiconductor,all,installed_wafer_capacity,,
HangZhou HFC Semiconductor 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,45000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,HangZhou HFC Semiconductor,逻辑与微器件,logic_micro_capacity,,
Hangzhou Fullsemi 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,112500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Hangzhou Fullsemi,all,installed_wafer_capacity,,
"Headway Technologies, Inc. 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,5000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"Headway Technologies, Inc.",逻辑与微器件,logic_micro_capacity,,
Honeywell Incorporated 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,2517.5,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Honeywell Incorporated,逻辑与微器件,logic_micro_capacity,,
Hua Hong Semiconductor 2026Q4 foundry installed capacity foundry (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,560250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Hua Hong Semiconductor,foundry,foundry_installed_capacity,,
Hua Hong Semiconductor 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,560250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Hua Hong Semiconductor,总计,capacity_by_geometry,,
Hua Hong Semiconductor 2026Q4 geometry capacity 034-046 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,166500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Hua Hong Semiconductor,034-046,capacity_by_geometry,,
Hua Hong Semiconductor 2026Q4 geometry capacity 047-079 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,213750,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Hua Hong Semiconductor,047-079,capacity_by_geometry,,
Hua Hong Semiconductor 2026Q4 geometry capacity 080-130 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,180000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Hua Hong Semiconductor,080-130,capacity_by_geometry,,
Hua Hong Semiconductor 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation by company.,2026Q4,560250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Hua Hong Semiconductor,all,installed_wafer_capacity,479250,591750
Hua Li Microelectronics (HLMC) 2026Q4 foundry installed capacity foundry (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,249750,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Hua Li Microelectronics (HLMC),foundry,foundry_installed_capacity,,
Hua Li Microelectronics (HLMC) 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,249750,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Hua Li Microelectronics (HLMC),总计,capacity_by_geometry,,
Hua Li Microelectronics (HLMC) 2026Q4 geometry capacity 021-033 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,139500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Hua Li Microelectronics (HLMC),021-033,capacity_by_geometry,,
Hua Li Microelectronics (HLMC) 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,249750,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Hua Li Microelectronics (HLMC),all,installed_wafer_capacity,,
Hua Li Microelectronics (HLMC) 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,249750,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Hua Li Microelectronics (HLMC),逻辑与微器件,logic_micro_capacity,,
Infineon 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,981812.5,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Infineon,总计,capacity_by_geometry,,
Infineon 2026Q4 geometry capacity 080-130 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,890250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Infineon,080-130,capacity_by_geometry,,
