nameCn,nameEn,objectTypeName,description,property.capex_amount,property.currency,property.period,property.capex_category,property.region,property.capacity_or_technology_purpose,property.data_source,property.company_name,property.previous_period_value,property.next_period_value,property.facility_name,property.facility_record_id,property.source_sheet,source_url
Toshiba (TDSC) - Kaga R&D building project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,10,USD million,project,project_total_cost,日本,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Toshiba (TDSC),,,Toshiba (TDSC) - Kaga R&D building,3722,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Toshiba (TDSC) - Kaga 300mm Power Fab Third Line (Phase 2) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,950,USD million,project,project_total_cost,日本,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Toshiba (TDSC),,,Toshiba (TDSC) - Kaga 300mm Power Fab Third Line (Phase 2),6276,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"Tower Partners Semiconductor (TPSCo) - Uozo E (was Intel, was Tower Partners TPSCo, was Fab 7) project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,72,USD million,project,project_total_cost,日本,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Tower Partners Semiconductor (TPSCo),,,"Tower Partners Semiconductor (TPSCo) - Uozo E (was Intel, was Tower Partners TPSCo, was Fab 7)",2047,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"Tower Partners Semiconductor (TPSCo) - Arai E (was Intel, was Tower Partners TPSCo,, was Fab 6, was Fab E) project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,16,USD million,project,project_total_cost,日本,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Tower Partners Semiconductor (TPSCo),,,"Tower Partners Semiconductor (TPSCo) - Arai E (was Intel, was Tower Partners TPSCo,, was Fab 6, was Fab E)",1800,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"TowerJazz Semiconductors Ltd. - Fab 9 (was Intel, was Tower Jazz, was Maxim) project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,64,USD million,project,project_total_cost,美洲,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TowerJazz Semiconductors Ltd.,,,"TowerJazz Semiconductors Ltd. - Fab 9 (was Intel, was Tower Jazz, was Maxim)",1191,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"TowerJazz Semiconductors Ltd. - Fab 2 (was Intel, was Tower Jazz Migdal Haemek project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,108,USD million,project,project_total_cost,Europe & Mideast,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TowerJazz Semiconductors Ltd.,,,"TowerJazz Semiconductors Ltd. - Fab 2 (was Intel, was Tower Jazz Migdal Haemek",1277,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"TowerJazz Semiconductors Ltd. - Fab 1 (was Intel, was Tower Jazz Migdal Haemek project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,165,USD million,project,project_total_cost,Europe & Mideast,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TowerJazz Semiconductors Ltd.,,,"TowerJazz Semiconductors Ltd. - Fab 1 (was Intel, was Tower Jazz Migdal Haemek",1136,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"TowerJazz Semiconductors Ltd. - Fab 3 (was Intel, was Tower Jazz Newport Beach) project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,98,USD million,project,project_total_cost,美洲,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TowerJazz Semiconductors Ltd.,,,"TowerJazz Semiconductors Ltd. - Fab 3 (was Intel, was Tower Jazz Newport Beach)",840,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"Toyoda Gosei Co.,Ltd. - Heiwacho Plant project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,30,USD million,project,project_total_cost,日本,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,"Toyoda Gosei Co.,Ltd.",,,"Toyoda Gosei Co.,Ltd. - Heiwacho Plant",3081,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Transcom Inc. - Fab 1 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,25,USD million,project,project_total_cost,中国台湾,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Transcom Inc.,,,Transcom Inc. - Fab 1,1853,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"Transphorm, Inc. - Goleta fab project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,20,USD million,project,project_total_cost,美洲,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,"Transphorm, Inc.",,,"Transphorm, Inc. - Goleta fab",3566,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Transys Electronics - Birmingham fab project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,25,USD million,project,project_total_cost,Europe & Mideast,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Transys Electronics,,,Transys Electronics - Birmingham fab,3806,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TrueLight Corporation - Hsinchu fab project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,16,USD million,project,project_total_cost,中国台湾,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TrueLight Corporation,,,TrueLight Corporation - Hsinchu fab,5098,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TRUMPF Photonics Inc. - TUSP project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,45,USD million,project,project_total_cost,美洲,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TRUMPF Photonics Inc.,,,TRUMPF Photonics Inc. - TUSP,3516,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TSMC - Fab 12 Phase 9 (was R2) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,5000,USD million,project,project_total_cost,中国台湾,Other,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TSMC,,,TSMC - Fab 12 Phase 9 (was R2),5087,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TSMC - Fab 10 (Songjiang) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,261,USD million,project,project_total_cost,中国,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TSMC,,,TSMC - Fab 10 (Songjiang),1921,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TSMC - Fab 6 Phase 1 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,306,USD million,project,project_total_cost,中国台湾,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TSMC,,,TSMC - Fab 6 Phase 1,1535,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TSMC - Fab 5 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,48,USD million,project,project_total_cost,中国台湾,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TSMC,,,TSMC - Fab 5,1287,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TSMC - Fab 11 (WaferTech) (used also by Everspin) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,101.2,USD million,project,project_total_cost,美洲,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TSMC,,,TSMC - Fab 11 (WaferTech) (used also by Everspin),1330,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TSMC - Fab 22 Phase 2 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,10210,USD million,project,project_total_cost,中国台湾,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TSMC,,,TSMC - Fab 22 Phase 2,6259,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TSMC - Fab 24 - ESMC Phase 1 (22/28nm) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,5445,USD million,project,project_total_cost,Europe & Mideast,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TSMC,,,TSMC - Fab 24 - ESMC Phase 1 (22/28nm),6252,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TSMC - Fab 21 Phase 2 (Arizona) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,16300,USD million,project,project_total_cost,美洲,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TSMC,,,TSMC - Fab 21 Phase 2 (Arizona),6168,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TSMC - Fab 25 Phase 1 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,12745,USD million,project,project_total_cost,中国台湾,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TSMC,,,TSMC - Fab 25 Phase 1,6429,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TSMC - Fab 25 Phase 2 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,11850,USD million,project,project_total_cost,中国台湾,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TSMC,,,TSMC - Fab 25 Phase 2,6430,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TSMC - Fab 21 Phase 3 (Arizona) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,18910,USD million,project,project_total_cost,美洲,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TSMC,,,TSMC - Fab 21 Phase 3 (Arizona),6431,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TSMC - Fab 23 Phase 3 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,11600,USD million,project,project_total_cost,日本,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TSMC,,,TSMC - Fab 23 Phase 3,6433,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TSMC - Fab 20 Phase 3 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,12220,USD million,project,project_total_cost,中国台湾,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TSMC,,,TSMC - Fab 20 Phase 3,6289,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TSMC - Fab 20 Phase 4 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,12270,USD million,project,project_total_cost,中国台湾,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TSMC,,,TSMC - Fab 20 Phase 4,6297,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TSMC - Fab 18 Phase 9 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,8415,USD million,project,project_total_cost,中国台湾,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TSMC,,,TSMC - Fab 18 Phase 9,6288,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TSMC - Fab 23 Phase 2 (JASM P2) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,16050,USD million,project,project_total_cost,日本,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TSMC,,,TSMC - Fab 23 Phase 2 (JASM P2),6524,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TSMC - Fab 22 Phase 3 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,10880,USD million,project,project_total_cost,中国台湾,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TSMC,,,TSMC - Fab 22 Phase 3,6534,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TSMC - Fab 22 Phase 4 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,12235,USD million,project,project_total_cost,中国台湾,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TSMC,,,TSMC - Fab 22 Phase 4,6535,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TSMC - Japan Tsukuba 3D IC R&D Center project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,570,USD million,project,project_total_cost,日本,Other,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TSMC,,,TSMC - Japan Tsukuba 3D IC R&D Center,6536,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TSMC - Fab 24 - ESMC Phase 1 (12/16nm) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,2765,USD million,project,project_total_cost,Europe & Mideast,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TSMC,,,TSMC - Fab 24 - ESMC Phase 1 (12/16nm),6481,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TSMC - Fab 21 Phase 6 (Arizona) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,25780,USD million,project,project_total_cost,美洲,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TSMC,,,TSMC - Fab 21 Phase 6 (Arizona),6687,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TSMC - Fab 25 Phase 3 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,12485,USD million,project,project_total_cost,中国台湾,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TSMC,,,TSMC - Fab 25 Phase 3,6669,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TSMC - Fab 25 Phase 4 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,12775,USD million,project,project_total_cost,中国台湾,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TSMC,,,TSMC - Fab 25 Phase 4,6670,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TSMC - Fab 21 Phase 4 (Arizona) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,19500,USD million,project,project_total_cost,美洲,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TSMC,,,TSMC - Fab 21 Phase 4 (Arizona),6563,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TSMC - Fab 22 Phase 5 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,12370,USD million,project,project_total_cost,中国台湾,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TSMC,,,TSMC - Fab 22 Phase 5,6586,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TSMC - Fab 21 Phase 5 (Arizona) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,22300,USD million,project,project_total_cost,美洲,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TSMC,,,TSMC - Fab 21 Phase 5 (Arizona),6636,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Tyntek Corporation - Hsinchu Fab project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,20,USD million,project,project_total_cost,中国台湾,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Tyntek Corporation,,,Tyntek Corporation - Hsinchu Fab,2995,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Tyntek Corporation - Kejung Plant (new Chunan fab) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,3.5,USD million,project,project_total_cost,中国台湾,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Tyntek Corporation,,,Tyntek Corporation - Kejung Plant (new Chunan fab),4998,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TYSiC - Fab 2 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,635,USD million,project,project_total_cost,中国,EPI,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TYSiC,,,TYSiC - Fab 2,6642,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
UMC - Fab 6A GaN Line (Wavetek) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,32,USD million,project,project_total_cost,中国台湾,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,UMC,,,UMC - Fab 6A GaN Line (Wavetek),6374,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
UMC - UMC new Japan 300mm Fab project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,6350,USD million,project,project_total_cost,日本,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,UMC,,,UMC - UMC new Japan 300mm Fab,6436,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
UMC - Fab 8S project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,60,USD million,project,project_total_cost,中国台湾,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,UMC,,,UMC - Fab 8S,1710,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
