nameCn,nameEn,objectTypeName,description,property.capex_amount,property.currency,property.period,property.capex_category,property.region,property.capacity_or_technology_purpose,property.data_source,property.company_name,property.previous_period_value,property.next_period_value,property.facility_name,property.facility_record_id,property.source_sheet,source_url
IQE plc - Taunton 2 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,50,USD million,project,project_total_cost,美洲,EPI,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,IQE plc,,,IQE plc - Taunton 2,3153,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
IQE plc - Taunton project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,50,USD million,project,project_total_cost,美洲,EPI,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,IQE plc,,,IQE plc - Taunton,3152,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
ISS- Integrated Sensing Systems - Fab (2 cleanrooms) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,30,USD million,project,project_total_cost,美洲,MEMS,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,ISS- Integrated Sensing Systems,,,ISS- Integrated Sensing Systems - Fab (2 cleanrooms),2120,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Istok - 6-inch (new) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,35,USD million,project,project_total_cost,Europe & Mideast,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Istok,,,Istok - 6-inch (new),2481,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
IXYS Corporation - Westcode project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,30,USD million,project,project_total_cost,Europe & Mideast,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,IXYS Corporation,,,IXYS Corporation - Westcode,1196,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
IXYS Corporation - Fab 1 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,20,USD million,project,project_total_cost,Europe & Mideast,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,IXYS Corporation,,,IXYS Corporation - Fab 1,1,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
IXYS Corporation - Fab 2 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,20,USD million,project,project_total_cost,美洲,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,IXYS Corporation,,,IXYS Corporation - Fab 2,1558,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Japan Semiconductor - Oita C-Cubed 2 (110 Bldg) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,75,USD million,project,project_total_cost,日本,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Japan Semiconductor,,,Japan Semiconductor - Oita C-Cubed 2 (110 Bldg),1122,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Japan Semiconductor - Oita C-Cubed 4 + OTSS + Annex project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,107.5,USD million,project,project_total_cost,日本,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Japan Semiconductor,,,Japan Semiconductor - Oita C-Cubed 4 + OTSS + Annex,1130,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Japan Semiconductor - Oita C-Cubed 3 (110 Bldg) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,70.5,USD million,project,project_total_cost,日本,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Japan Semiconductor,,,Japan Semiconductor - Oita C-Cubed 3 (110 Bldg),1127,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Japan Semiconductor Manufacturing Corporation (JSMC) - JSMC Fab 1 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,5300,USD million,project,project_total_cost,日本,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Japan Semiconductor Manufacturing Corporation (JSMC),,,Japan Semiconductor Manufacturing Corporation (JSMC) - JSMC Fab 1,6500,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
JENOPTIK Diode Lab GmbH - Berlin-Adlershof project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,25,USD million,project,project_total_cost,Europe & Mideast,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,JENOPTIK Diode Lab GmbH,,,JENOPTIK Diode Lab GmbH - Berlin-Adlershof,2190,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
JENOPTIK Diode Lab GmbH - TESAG project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,10,USD million,project,project_total_cost,Europe & Mideast,EPI,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,JENOPTIK Diode Lab GmbH,,,JENOPTIK Diode Lab GmbH - TESAG,2489,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"JENOPTIK Optical Systems, Inc - Fab 1 project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,75,USD million,project,project_total_cost,美洲,MEMS,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,"JENOPTIK Optical Systems, Inc",,,"JENOPTIK Optical Systems, Inc - Fab 1",2119,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Jiangsu Advanced Memory Semiconductor Corp. - PCM fab project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,250,USD million,project,project_total_cost,中国,Memory,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Jiangsu Advanced Memory Semiconductor Corp.,,,Jiangsu Advanced Memory Semiconductor Corp. - PCM fab,4943,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Jiangsu CAS-IGBT Technology - LFoundry S.r.l (was Micron Fab 9 MIT) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,120,USD million,project,project_total_cost,Europe & Mideast,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Jiangsu CAS-IGBT Technology,,,Jiangsu CAS-IGBT Technology - LFoundry S.r.l (was Micron Fab 9 MIT),1061,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Jiangsu E-lite Semiconductor - E-lite fab project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,20,USD million,project,project_total_cost,中国,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Jiangsu E-lite Semiconductor,,,Jiangsu E-lite Semiconductor - E-lite fab,3561,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"Jiangsu JieJie Microelectronics Co.,Ltd. - Fab 2 project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,32,USD million,project,project_total_cost,中国,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,"Jiangsu JieJie Microelectronics Co.,Ltd.",,,"Jiangsu JieJie Microelectronics Co.,Ltd. - Fab 2",3357,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"Jiangsu JieJie Microelectronics Co.,Ltd. - Fab 1 project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,16,USD million,project,project_total_cost,中国,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,"Jiangsu JieJie Microelectronics Co.,Ltd.",,,"Jiangsu JieJie Microelectronics Co.,Ltd. - Fab 1",3356,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"Jiangsu JieJie Microelectronics Co.,Ltd. - Nantong 150mm line project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,600,USD million,project,project_total_cost,中国,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,"Jiangsu JieJie Microelectronics Co.,Ltd.",,,"Jiangsu JieJie Microelectronics Co.,Ltd. - Nantong 150mm line",6226,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"Jiangxi Lianovation Optoelecronics Science & Technology Co.,Ltd. - Sunrise LED project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,15,USD million,project,project_total_cost,中国,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,"Jiangxi Lianovation Optoelecronics Science & Technology Co.,Ltd.",,,"Jiangxi Lianovation Optoelecronics Science & Technology Co.,Ltd. - Sunrise LED",3156,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Jiangxi Yuhongjin Material Technology (YHJ) - Fab 1 (Fuzhou) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,100,USD million,project,project_total_cost,中国,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Jiangxi Yuhongjin Material Technology (YHJ),,,Jiangxi Yuhongjin Material Technology (YHJ) - Fab 1 (Fuzhou),6528,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Jiaxing Boncom-Semi - Jiaxing project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,20,USD million,project,project_total_cost,中国,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Jiaxing Boncom-Semi,,,Jiaxing Boncom-Semi - Jiaxing,6639,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Jilin Sino-Microelectronics Co. Ltd. - 4-inch project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,27.5,USD million,project,project_total_cost,中国,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Jilin Sino-Microelectronics Co. Ltd.,,,Jilin Sino-Microelectronics Co. Ltd. - 4-inch,1991,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Jilin Sino-Microelectronics Co. Ltd. - 8-inch project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,135,USD million,project,project_total_cost,中国,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Jilin Sino-Microelectronics Co. Ltd.,,,Jilin Sino-Microelectronics Co. Ltd. - 8-inch,5097,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
JiuFengShan Lab (JFS Lab) - JFS Lab 8inch line project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,275,USD million,project,project_total_cost,中国,Other,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,JiuFengShan Lab (JFS Lab),,,JiuFengShan Lab (JFS Lab) - JFS Lab 8inch line,6496,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
JTC Corporation - SemiconSpace Phase 1 (unit 1+2) Wafer processing project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,310,USD million,project,project_total_cost,SE Asia,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,JTC Corporation,,,JTC Corporation - SemiconSpace Phase 1 (unit 1+2) Wafer processing,6143,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"Kaiam - PLC Fab (was Gemfire, was Avanex, was Alcatel) project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,65,USD million,project,project_total_cost,Europe & Mideast,MEMS,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Kaiam,,,"Kaiam - PLC Fab (was Gemfire, was Avanex, was Alcatel)",1787,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"KEC Corporation - 5"" Line project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,45,USD million,project,project_total_cost,韩国,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,KEC Corporation,,,"KEC Corporation - 5"" Line",444,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
KEC Corporation - KEC-C project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,10,USD million,project,project_total_cost,中国,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,KEC Corporation,,,KEC Corporation - KEC-C,3104,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Kioxia/WD (was Flash Alliance) - Fab 7 Phase 1 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,4900,USD million,project,project_total_cost,日本,Memory,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Kioxia/WD (was Flash Alliance),,,Kioxia/WD (was Flash Alliance) - Fab 7 Phase 1,5007,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Kioxia/WD (was Flash Alliance) - K1 (P1+P2) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,11100,USD million,project,project_total_cost,日本,Memory,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Kioxia/WD (was Flash Alliance),,,Kioxia/WD (was Flash Alliance) - K1 (P1+P2),2453,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Kioxia/WD (was Flash Alliance) - Fab 1 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,450,USD million,project,project_total_cost,日本,Other,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Kioxia/WD (was Flash Alliance),,,Kioxia/WD (was Flash Alliance) - Fab 1,1134,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Kioxia/WD (was Flash Alliance) - K2 (P1+P2) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,12345,USD million,project,project_total_cost,日本,Memory,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Kioxia/WD (was Flash Alliance),,,Kioxia/WD (was Flash Alliance) - K2 (P1+P2),6162,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Kioxia/WD (was Flash Alliance) - Fab 7 Phase 2 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,5630,USD million,project,project_total_cost,日本,Memory,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Kioxia/WD (was Flash Alliance),,,Kioxia/WD (was Flash Alliance) - Fab 7 Phase 2,6217,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Knowledge*on Inc. - Fab 1 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,18,USD million,project,project_total_cost,韩国,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Knowledge*on Inc.,,,Knowledge*on Inc. - Fab 1,3201,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Knowledge*on Inc. - Fab 2 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,18,USD million,project,project_total_cost,韩国,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Knowledge*on Inc.,,,Knowledge*on Inc. - Fab 2,3202,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
KoBrite - Dongguan fab project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,25,USD million,project,project_total_cost,中国,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,KoBrite,,,KoBrite - Dongguan fab,3154,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
KoBrite - Hsinchu fab project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,20,USD million,project,project_total_cost,中国台湾,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,KoBrite,,,KoBrite - Hsinchu fab,3597,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Kodenshi Corp - Device Technology Center project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,60,USD million,project,project_total_cost,日本,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Kodenshi Corp,,,Kodenshi Corp - Device Technology Center,3031,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Korea Advanced Nano Fab Center (KANC) - KANC project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,35,USD million,project,project_total_cost,韩国,Other,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Korea Advanced Nano Fab Center (KANC),,,Korea Advanced Nano Fab Center (KANC) - KANC,3135,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Korea National Center for Nanomaterials Technology (NCNT) - NCNT project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,50,USD million,project,project_total_cost,韩国,Other,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Korea National Center for Nanomaterials Technology (NCNT),,,Korea National Center for Nanomaterials Technology (NCNT) - NCNT,3136,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Korea National Nanofab Center - NNFC project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,100,USD million,project,project_total_cost,韩国,Other,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Korea National Nanofab Center,,,Korea National Nanofab Center - NNFC,3048,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Korea Photonics Technology Institute (KOPTI) - Pilot Production Center project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,20,USD million,project,project_total_cost,韩国,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Korea Photonics Technology Institute (KOPTI),,,Korea Photonics Technology Institute (KOPTI) - Pilot Production Center,3099,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Kyushu Semiconductor KAW - Hiji Factory project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,15,USD million,project,project_total_cost,日本,MEMS,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Kyushu Semiconductor KAW,,,Kyushu Semiconductor KAW - Hiji Factory,3879,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"LA Semiconductor - Pocatello (was onsemi, was AMI, Fab 10) project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,29,USD million,project,project_total_cost,美洲,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,LA Semiconductor,,,"LA Semiconductor - Pocatello (was onsemi, was AMI, Fab 10)",23,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Lakeside Optoelectronics Technology - R&D Line project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,110,USD million,project,project_total_cost,中国,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Lakeside Optoelectronics Technology,,,Lakeside Optoelectronics Technology - R&D Line,6605,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
